document_id,gt_rows,predicted_rows,E0_historical_flat_precision,E0_historical_flat_recall,E0_historical_flat_f1,E1_strict_row_order_precision,E1_strict_row_order_recall,E1_strict_row_order_f1,E2_line_item_precision,E2_line_item_recall,E2_line_item_f1,row_exact_matches,row_exact_match_rate,field_within_row_precision,field_within_row_recall,field_within_row_micro_f1,item_name_f1,item_price_f1,quantity_f1,unit_price_f1,critical_monetary_row_f1,row_alignment_error,unmatched_gt_rows,spurious_predicted_rows,strict_matching_weight,optimal_matching_weight
cord-v2-validation-00010,2,2,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,1.0,1.0,1.0,1.0,False,0,0,7.0,7.0
cord-v2-validation-00011,4,4,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,3,0.75,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.75,1.0,1.0,1.0,1.0,False,0,0,15.0,15.0
cord-v2-validation-00012,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,4.0,4.0
cord-v2-validation-00013,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,8.0,8.0
cord-v2-validation-00014,2,2,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0,0.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,1.0,False,0,0,6.0,6.0
cord-v2-validation-00015,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,12.0,12.0
cord-v2-validation-00016,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,6.0,6.0
cord-v2-validation-00017,1,1,0.75,0.75,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0,0.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,1.0,False,0,0,5.0,5.0
cord-v2-validation-00018,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,12.0,12.0
cord-v2-validation-00019,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,12.0,12.0
cord-v2-validation-00020,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,8.0,8.0
cord-v2-validation-00021,4,4,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,3,0.75,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,0.75,1.0,1.0,0.75,False,0,0,14.0,14.0
cord-v2-validation-00022,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,0.6666666666666666,1.0,1.0,False,0,0,7.0,7.0
cord-v2-validation-00023,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,4.0,4.0
cord-v2-validation-00024,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,24.0,24.0
cord-v2-validation-00025,7,7,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6190476190476191,1.0,1.0,1.0,0,0.0,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.8571428571428571,1.0,0.0,1.0,1.0,False,0,0,20.0,20.0
cord-v2-validation-00026,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,30.0,30.0
cord-v2-validation-00027,1,1,0.75,0.75,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0,0.0,0.75,0.75,0.75,1.0,0.0,1.0,1.0,0.0,False,0,0,4.0,4.0
cord-v2-validation-00028,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,12.0,12.0
cord-v2-validation-00029,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,6.0,6.0
cord-v2-validation-00030,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,False,0,0,6.0,6.0
cord-v2-validation-00031,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,4.0,4.0
cord-v2-validation-00032,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,4.0,4.0
cord-v2-validation-00033,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,8.0,8.0
cord-v2-validation-00034,4,4,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,3,0.75,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.75,1.0,1.0,1.0,1.0,False,0,0,15.0,15.0
cord-v2-validation-00035,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,16.0,16.0
cord-v2-validation-00036,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,13.0,13.0
cord-v2-validation-00037,2,2,0.75,0.6,0.6666666666666665,0.75,0.6,0.6666666666666665,1.0,1.0,1.0,1,0.5,0.75,0.6,0.6666666666666665,0.4,1.0,1.0,1.0,1.0,False,0,0,5.0,5.0
cord-v2-validation-00038,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,6.0,6.0
cord-v2-validation-00039,5,5,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,4,0.8,0.9,0.9,0.9,0.8000000000000002,1.0,1.0,1.0,1.0,False,0,0,14.0,14.0
cord-v2-validation-00040,3,3,0.2857142857142857,0.2222222222222222,0.25,0.2857142857142857,0.2222222222222222,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.0,0.2857142857142857,0.2222222222222222,0.25,0.0,0.5,0.3333333333333333,1.0,0.5,False,2,2,3.0,3.0
cord-v2-validation-00041,11,12,0.23529411764705882,0.24242424242424243,0.23880597014925375,0.23529411764705882,0.24242424242424243,0.23880597014925375,0.9166666666666666,1.0,0.9565217391304348,4,0.36363636363636365,0.6764705882352942,0.696969696969697,0.6865671641791046,0.43478260869565216,0.9565217391304348,0.6666666666666666,1.0,0.9565217391304348,True,0,1,12.0,34.0
cord-v2-validation-00042,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,18.0,18.0
cord-v2-validation-00043,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,8.0,8.0
cord-v2-validation-00044,1,1,0.75,0.75,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0,0.0,0.75,0.75,0.75,1.0,0.0,1.0,1.0,0.0,False,0,0,4.0,4.0
cord-v2-validation-00045,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,16.0,16.0
cord-v2-validation-00046,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,6.0,6.0
cord-v2-validation-00047,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,1.0,1.0,1.0,1.0,False,0,0,7.0,7.0
cord-v2-validation-00048,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,12.0,12.0
cord-v2-validation-00049,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,12.0,12.0
cord-v2-validation-00050,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,4.0,4.0
cord-v2-validation-00051,2,2,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.5,1.0,1.0,0.5,False,0,0,6.0,6.0
cord-v2-validation-00052,3,3,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,1.0,1.0,2,0.6666666666666666,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.6666666666666666,1.0,1.0,1.0,1.0,False,0,0,11.0,11.0
cord-v2-validation-00053,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,16.0,16.0
cord-v2-validation-00054,2,2,0.75,0.75,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0,0.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,1.0,False,0,0,10.0,10.0
cord-v2-validation-00055,2,3,0.75,0.8571428571428571,0.7999999999999999,0.75,0.8571428571428571,0.7999999999999999,0.6666666666666666,1.0,0.8,1,0.5,0.75,0.8571428571428571,0.7999999999999999,0.8,0.8,1.0,1.0,0.8,False,0,1,8.0,8.0
cord-v2-validation-00056,1,1,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5,0.4,1.0,1.0,1.0,0,0.0,0.3333333333333333,0.5,0.4,0.0,1.0,0.0,1.0,1.0,False,0,0,2.0,2.0
cord-v2-validation-00057,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,12.0,12.0
cord-v2-validation-00058,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,6.0,6.0
cord-v2-validation-00059,9,9,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9259259259259259,1.0,1.0,1.0,7,0.7777777777777778,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.7777777777777778,1.0,1.0,1.0,1.0,False,0,0,34.0,34.0
cord-v2-validation-00060,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,0.0,False,0,0,2.0,2.0
cord-v2-validation-00061,2,2,0.75,0.75,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0,0.0,0.75,0.75,0.75,0.0,1.0,1.0,1.0,1.0,False,0,0,10.0,10.0
cord-v2-validation-00062,3,3,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,1.0,1.0,2,0.6666666666666666,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,False,0,0,10.0,10.0
cord-v2-validation-00063,2,2,0.875,0.875,0.875,0.875,0.875,0.875,1.0,1.0,1.0,1,0.5,0.875,0.875,0.875,1.0,1.0,1.0,0.5,1.0,False,0,0,10.0,10.0
cord-v2-validation-00064,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,4.0,4.0
cord-v2-validation-00065,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,12.0,12.0
cord-v2-validation-00066,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,3.0,3.0
cord-v2-validation-00067,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,14.0,14.0
cord-v2-validation-00068,1,1,0.75,0.75,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0,0.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,1.0,False,0,0,5.0,5.0
cord-v2-validation-00069,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,12.0,12.0
cord-v2-validation-00070,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,12.0,12.0
cord-v2-validation-00071,1,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.6666666666666666,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,False,0,1,4.0,4.0
cord-v2-validation-00072,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,12.0,12.0
cord-v2-validation-00073,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,3.0,3.0
cord-v2-validation-00074,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,6.0,6.0
cord-v2-validation-00075,5,4,0.6666666666666666,0.5333333333333333,0.5925925925925926,0.6666666666666666,0.5333333333333333,0.5925925925925926,1.0,0.8,0.888888888888889,4,0.8,1.0,0.8,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,1.0,0.888888888888889,True,1,0,10.0,16.0
cord-v2-validation-00076,2,2,1.0,0.8,0.888888888888889,1.0,0.8,0.888888888888889,1.0,1.0,1.0,1,0.5,1.0,0.8,0.888888888888889,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,False,0,0,10.0,10.0
cord-v2-validation-00077,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,6.0,6.0
cord-v2-validation-00078,4,4,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,3,0.75,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,0.75,1.0,1.0,0.75,False,0,0,14.0,14.0
cord-v2-validation-00079,7,7,0.9047619047619048,0.8636363636363636,0.8837209302325582,0.9047619047619048,0.8636363636363636,0.8837209302325582,1.0,1.0,1.0,5,0.7142857142857143,0.9047619047619048,0.8636363636363636,0.8837209302325582,0.7142857142857143,1.0,1.0,0.0,1.0,False,0,0,26.0,26.0
cord-v2-validation-00080,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,0.0,False,0,0,2.0,2.0
cord-v2-validation-00081,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,20.0,20.0
cord-v2-validation-00082,4,4,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,3,0.75,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,0.75,1.0,1.0,0.75,False,0,0,14.0,14.0
cord-v2-validation-00083,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,7.0,7.0
cord-v2-validation-00084,2,1,0.375,0.375,0.375,0.375,0.375,0.375,1.0,0.5,0.6666666666666666,0,0.0,0.375,0.375,0.375,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,1,0,5.0,5.0
cord-v2-validation-00085,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,4.0,4.0
cord-v2-validation-00086,1,1,0.75,0.75,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0,0.0,0.75,0.75,0.75,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,False,0,0,4.0,4.0
cord-v2-validation-00087,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,8.0,8.0
cord-v2-validation-00088,1,1,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,1.0,1.0,1.0,0,0.0,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9090909090909091,1.0,1.0,1.0,1.0,False,0,0,23.0,23.0
cord-v2-validation-00089,2,2,0.5,0.4,0.4444444444444445,0.5,0.4,0.4444444444444445,1.0,1.0,1.0,0,0.0,0.5,0.4,0.4444444444444445,0.0,1.0,0.0,1.0,1.0,False,0,0,8.0,8.0
cord-v2-validation-00090,1,1,0.4,0.5,0.4444444444444445,0.4,0.5,0.4444444444444445,1.0,1.0,1.0,0,0.0,0.4,0.5,0.4444444444444445,0.0,1.0,1.0,0.0,1.0,False,0,0,3.0,3.0
cord-v2-validation-00091,1,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.6666666666666666,0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,False,0,1,3.0,3.0
cord-v2-validation-00092,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,8.0,8.0
cord-v2-validation-00093,2,11,0.125,0.11538461538461539,0.12000000000000001,0.125,0.11538461538461539,0.12000000000000001,0.18181818181818182,1.0,0.3076923076923077,0,0.0,0.16666666666666666,0.15384615384615385,0.16,0.0,1.0,0.17391304347826086,1.0,1.0,True,0,9,4.0,6.0
cord-v2-validation-00094,1,1,0.5,0.6666666666666666,0.5714285714285715,0.5,0.6666666666666666,0.5714285714285715,1.0,1.0,1.0,0,0.0,0.5,0.6666666666666666,0.5714285714285715,0.0,1.0,1.0,1.0,1.0,False,0,0,3.0,3.0
cord-v2-validation-00095,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,8.0,8.0
cord-v2-validation-00096,1,1,0.75,0.75,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0,0.0,0.75,0.75,0.75,1.0,0.0,1.0,0.0,0.0,False,0,0,2.5,2.5
cord-v2-validation-00097,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,4.0,4.0
cord-v2-validation-00098,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,0,0,4.0,4.0
cord-v2-validation-00099,1,2,0.5,0.4444444444444444,0.47058823529411764,0.5,0.4444444444444444,0.47058823529411764,0.5,1.0,0.6666666666666666,0,0.0,0.5,0.4444444444444444,0.47058823529411764,0.5,0.5714285714285715,0.0,1.0,0.5714285714285715,False,0,1,6.0,6.0
